GeogPoint,City,County,ISO_3166_2,ISO_A3,LocalDate,LocalHour,ProbabilityofPrecipitation,ProbabilityofSnow
POINT(-79.56298828125 43.57177734375),Mississauga,,CA-ON,CAN,2021-01-09,15,0.017,0.009
POINT(-79.56298828125 43.57177734375),Mississauga,,CA-ON,CAN,2021-01-09,14,0.017,0.03
POINT(-79.56298828125 43.57177734375),Mississauga,,CA-ON,CAN,2021-01-09,09,0.017,0.989
POINT(-79.56298828125 43.57177734375),Mississauga,,CA-ON,CAN,2021-01-09,12,0.017,0.093
POINT(-79.56298828125 43.57177734375),Mississauga,,CA-ON,CAN,2021-01-09,10,0.017,0.477
POINT(-79.56298828125 43.57177734375),Mississauga,,CA-ON,CAN,2021-01-09,06,0.017,0.994
POINT(-79.56298828125 43.57177734375),Mississauga,,CA-ON,CAN,2021-01-09,13,0.017,0.066
POINT(-79.56298828125 43.57177734375),Mississauga,,CA-ON,CAN,2021-01-09,11,0.017,0.595
POINT(-79.56298828125 43.57177734375),Mississauga,,CA-ON,CAN,2021-01-09,08,0.017,0.97
POINT(-79.56298828125 43.57177734375),Mississauga,,CA-ON,CAN,2021-01-09,03,0.017,0.997
POINT(-80.13427734375 43.92333984375),Amaranth,,CA-ON,CAN,2021-01-09,11,0.017,0.998
POINT(-80.09033203125 43.92333984375),Orangeville,,CA-ON,CAN,2021-01-09,08,0.017,1
POINT(-80.09033203125 43.92333984375),Orangeville,,CA-ON,CAN,2021-01-09,12,0.017,0.802
POINT(-80.09033203125 43.92333984375),Orangeville,,CA-ON,CAN,2021-01-09,07,0.017,1
POINT(-80.09033203125 43.92333984375),Orangeville,,CA-ON,CAN,2021-01-09,06,0.017,1
POINT(-80.09033203125 43.92333984375),Orangeville,,CA-ON,CAN,2021-01-09,13,0.017,0.597
POINT(-80.09033203125 43.92333984375),Orangeville,,CA-ON,CAN,2021-01-09,14,0.017,0.134
POINT(-80.09033203125 43.92333984375),Orangeville,,CA-ON,CAN,2021-01-09,11,0.017,0.974
POINT(-80.09033203125 43.92333984375),Orangeville,,CA-ON,CAN,2021-01-09,10,0.017,0.994
POINT(-80.04638671875 43.92333984375),Caledon,,CA-ON,CAN,2021-01-09,06,0.017,1
POINT(-80.04638671875 43.92333984375),Caledon,,CA-ON,CAN,2021-01-09,10,0.017,0.999
POINT(-80.04638671875 43.92333984375),Caledon,,CA-ON,CAN,2021-01-09,07,0.017,1
POINT(-79.56298828125 43.92333984375),King,,CA-ON,CAN,2021-01-09,13,0.017,0.666
POINT(-79.56298828125 43.92333984375),King,,CA-ON,CAN,2021-01-09,15,0.017,0.374
POINT(-79.56298828125 43.92333984375),King,,CA-ON,CAN,2021-01-09,12,0.017,0.626
POINT(-79.56298828125 43.92333984375),King,,CA-ON,CAN,2021-01-09,09,0.017,0.997
POINT(-79.56298828125 43.92333984375),King,,CA-ON,CAN,2021-01-09,10,0.017,0.999
POINT(-79.56298828125 43.92333984375),King,,CA-ON,CAN,2021-01-09,08,0.017,1
POINT(-79.56298828125 43.92333984375),King,,CA-ON,CAN,2021-01-09,06,0.017,1
POINT(-79.56298828125 43.92333984375),King,,CA-ON,CAN,2021-01-09,14,0.017,0.159
POINT(-79.56298828125 43.92333984375),King,,CA-ON,CAN,2021-01-09,11,0.017,0.98
POINT(-79.51904296875 43.92333984375),King,,CA-ON,CAN,2021-01-09,10,0.017,0.999
POINT(-79.38720703125 43.92333984375),Markham,,CA-ON,CAN,2021-01-09,07,0.017,1
POINT(-79.38720703125 43.92333984375),Markham,,CA-ON,CAN,2021-01-09,10,0.017,0.997
POINT(-79.38720703125 43.92333984375),Markham,,CA-ON,CAN,2021-01-09,13,0.017,0.402
POINT(-79.38720703125 43.92333984375),Markham,,CA-ON,CAN,2021-01-09,08,0.017,0.999
POINT(-79.38720703125 43.92333984375),Markham,,CA-ON,CAN,2021-01-09,11,0.017,0.945
POINT(-79.12353515625 43.92333984375),Pickering,,CA-ON,CAN,2021-01-09,13,0.017,0.198
POINT(-79.12353515625 43.92333984375),Pickering,,CA-ON,CAN,2021-01-09,15,0.017,0.207
POINT(-79.07958984375 43.92333984375),Pickering,,CA-ON,CAN,2021-01-09,15,0.017,0.035
POINT(-79.07958984375 43.92333984375),Pickering,,CA-ON,CAN,2021-01-09,12,0.017,0.979
POINT(-79.07958984375 43.92333984375),Pickering,,CA-ON,CAN,2021-01-09,13,0.017,0.792
POINT(-79.07958984375 43.92333984375),Pickering,,CA-ON,CAN,2021-01-09,05,0.017,0.999
POINT(-79.03564453125 43.92333984375),Pickering,,CA-ON,CAN,2021-01-09,06,0.017,1
POINT(-79.03564453125 43.92333984375),Pickering,,CA-ON,CAN,2021-01-09,15,0.017,0.131
POINT(-79.03564453125 43.92333984375),Pickering,,CA-ON,CAN,2021-01-09,12,0.017,0.969
POINT(-79.03564453125 43.92333984375),Pickering,,CA-ON,CAN,2021-01-09,05,0.017,0.999
POINT(-78.99169921875 43.92333984375),Whitby,,CA-ON,CAN,2021-01-09,10,0.017,0.983
POINT(-78.99169921875 43.92333984375),Whitby,,CA-ON,CAN,2021-01-09,15,0.017,0.081
POINT(-78.99169921875 43.92333984375),Whitby,,CA-ON,CAN,2021-01-09,12,0.017,0.888
POINT(-78.94775390625 43.92333984375),Whitby,,CA-ON,CAN,2021-01-09,13,0.017,0.055
POINT(-78.94775390625 43.92333984375),Whitby,,CA-ON,CAN,2021-01-09,12,0.017,0.611
POINT(-78.94775390625 43.92333984375),Whitby,,CA-ON,CAN,2021-01-09,15,0.017,0.046
POINT(-78.94775390625 43.92333984375),Whitby,,CA-ON,CAN,2021-01-09,11,0.017,0.971
POINT(-78.94775390625 43.92333984375),Whitby,,CA-ON,CAN,2021-01-09,14,0.017,0.316
POINT(-78.94775390625 43.92333984375),Whitby,,CA-ON,CAN,2021-01-09,10,0.017,0.976
POINT(-78.90380859375 43.92333984375),Oshawa,,CA-ON,CAN,2021-01-09,06,0.017,0.999
POINT(-78.90380859375 43.92333984375),Oshawa,,CA-ON,CAN,2021-01-09,13,0.017,0.045
POINT(-78.90380859375 43.92333984375),Oshawa,,CA-ON,CAN,2021-01-09,15,0.017,0.048
POINT(-78.90380859375 43.92333984375),Oshawa,,CA-ON,CAN,2021-01-09,11,0.017,0.926
POINT(-78.90380859375 43.92333984375),Oshawa,,CA-ON,CAN,2021-01-09,09,0.017,0.993
POINT(-78.90380859375 43.92333984375),Oshawa,,CA-ON,CAN,2021-01-09,10,0.017,0.942
POINT(-78.90380859375 43.92333984375),Oshawa,,CA-ON,CAN,2021-01-09,14,0.017,0.129
POINT(-78.90380859375 43.92333984375),Oshawa,,CA-ON,CAN,2021-01-09,01,0.017,0
POINT(-78.85986328125 43.92333984375),Oshawa,,CA-ON,CAN,2021-01-09,08,0.017,0.999
POINT(-78.85986328125 43.92333984375),Oshawa,,CA-ON,CAN,2021-01-09,15,0.017,0.055
POINT(-78.85986328125 43.92333984375),Oshawa,,CA-ON,CAN,2021-01-09,11,0.04,0.837
POINT(-78.85986328125 43.92333984375),Oshawa,,CA-ON,CAN,2021-01-09,02,0.017,0.999
POINT(-78.85986328125 43.92333984375),Oshawa,,CA-ON,CAN,2021-01-09,12,0.017,0.649
POINT(-78.85986328125 43.92333984375),Oshawa,,CA-ON,CAN,2021-01-09,09,0.017,0.994
POINT(-78.85986328125 43.92333984375),Oshawa,,CA-ON,CAN,2021-01-09,13,0.017,0.24
POINT(-78.85986328125 43.92333984375),Oshawa,,CA-ON,CAN,2021-01-09,01,0.017,1
POINT(-78.85986328125 43.92333984375),Oshawa,,CA-ON,CAN,2021-01-09,00,0.017,1
POINT(-78.85986328125 43.92333984375),Oshawa,,CA-ON,CAN,2021-01-09,10,0.033,0.997
POINT(-78.85986328125 43.92333984375),Oshawa,,CA-ON,CAN,2021-01-09,14,0.017,0.145
POINT(-78.81591796875 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,12,0.017,0.808
POINT(-78.81591796875 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,08,0.017,0.999
POINT(-78.81591796875 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,13,0.017,0.461
POINT(-78.77197265625 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,10,0.017,0.998
POINT(-78.77197265625 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,12,0.017,0.933
POINT(-78.77197265625 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,13,0.017,0
POINT(-78.72802734375 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,12,0.017,0.614
POINT(-78.72802734375 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,08,0.017,0.999
POINT(-78.68408203125 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,13,0.017,0.721
POINT(-78.68408203125 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,08,0.017,0.999
POINT(-78.68408203125 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,07,0.017,0.999
POINT(-78.68408203125 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,10,0.017,0.987
POINT(-78.68408203125 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,09,0.017,0.999
POINT(-78.68408203125 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,15,0.017,0.117
POINT(-78.68408203125 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,14,0.017,0.346
POINT(-78.68408203125 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,11,0.017,0.981
POINT(-78.68408203125 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,12,0.017,0.4
POINT(-78.64013671875 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,10,0.017,0.998
POINT(-78.64013671875 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,06,0.017,1
POINT(-78.64013671875 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,13,0.017,0.463
POINT(-78.64013671875 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,15,0.017,0.268
POINT(-78.64013671875 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,14,0.017,0.183
POINT(-78.64013671875 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,08,0.017,1
POINT(-78.64013671875 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,12,0.017,0.771
POINT(-78.64013671875 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,05,0.017,1
POINT(-78.59619140625 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,05,0.017,1
POINT(-78.59619140625 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,07,0.017,0.999
POINT(-78.59619140625 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,13,0.017,0.389
POINT(-78.59619140625 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,12,0.017,0.701
POINT(-78.59619140625 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,06,0.017,1
POINT(-78.59619140625 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,10,0.017,0.998
POINT(-78.59619140625 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,08,0.017,1
POINT(-78.59619140625 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,14,0.017,0.205
POINT(-78.59619140625 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,15,0.017,0.292
POINT(-78.55224609375 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,12,0.017,0.722
POINT(-78.55224609375 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,05,0.017,1
POINT(-78.50830078125 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,05,0.017,1
POINT(-78.50830078125 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,11,0.017,0.986
POINT(-78.50830078125 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,14,0.017,0.279
POINT(-78.50830078125 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,12,0.017,0.705
POINT(-78.46435546875 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,05,0.017,1
POINT(-78.46435546875 43.92333984375),Clarington,,CA-ON,CAN,2021-01-09,12,0.017,0.658
POINT(-78.42041015625 43.92333984375),Port Hope,,CA-ON,CAN,2021-01-09,12,0.017,0.624
POINT(-78.42041015625 43.92333984375),Port Hope,,CA-ON,CAN,2021-01-09,05,0.017,1
POINT(-79.34326171875 46.07666015625),Powassan,,CA-ON,CAN,2021-01-09,11,0.017,1
POINT(-82.11181640625 48.18603515625),"Sudbury, Unorganized, North Part",,CA-ON,CAN,2021-01-09,13,0.017,0
POINT(-82.85888671875 42.20947265625),Lakeshore,,CA-ON,CAN,2021-01-09,13,0.017,0.279
POINT(-82.85888671875 42.20947265625),Lakeshore,,CA-ON,CAN,2021-01-09,14,0.017,0
POINT(-79.87060546875 44.31884765625),Essa,,CA-ON,CAN,2021-01-09,14,0.017,0.783
POINT(-79.87060546875 44.31884765625),Essa,,CA-ON,CAN,2021-01-09,12,0.017,0
POINT(-79.69482421875 44.31884765625),Barrie,,CA-ON,CAN,2021-01-09,12,0.017,0.812
POINT(-79.69482421875 44.31884765625),Barrie,,CA-ON,CAN,2021-01-09,09,0.017,1
POINT(-79.69482421875 44.31884765625),Barrie,,CA-ON,CAN,2021-01-09,08,0.017,1
POINT(-79.69482421875 44.31884765625),Barrie,,CA-ON,CAN,2021-01-09,15,0.017,0.703
POINT(-79.69482421875 44.31884765625),Barrie,,CA-ON,CAN,2021-01-09,11,0.017,0.991
POINT(-79.69482421875 44.31884765625),Barrie,,CA-ON,CAN,2021-01-09,13,0.017,0.829
POINT(-79.69482421875 44.31884765625),Barrie,,CA-ON,CAN,2021-01-09,10,0.017,0.998
POINT(-79.69482421875 44.31884765625),Barrie,,CA-ON,CAN,2021-01-09,14,0.017,0.674
POINT(-79.69482421875 44.31884765625),Barrie,,CA-ON,CAN,2021-01-09,07,0.017,1
POINT(-79.65087890625 44.31884765625),Innisfil,,CA-ON,CAN,2021-01-09,14,0.017,0.668
POINT(-79.65087890625 44.31884765625),Innisfil,,CA-ON,CAN,2021-01-09,10,0.017,0.998
POINT(-79.65087890625 44.31884765625),Innisfil,,CA-ON,CAN,2021-01-09,08,0.017,1
POINT(-79.65087890625 44.31884765625),Innisfil,,CA-ON,CAN,2021-01-09,09,0.017,1
POINT(-79.56298828125 44.31884765625),Innisfil,,CA-ON,CAN,2021-01-09,13,0.017,0.644
POINT(-79.56298828125 44.31884765625),Innisfil,,CA-ON,CAN,2021-01-09,12,0.017,0.657
POINT(-79.56298828125 44.31884765625),Innisfil,,CA-ON,CAN,2021-01-09,10,0.017,0.998
POINT(-79.51904296875 44.31884765625),Innisfil,,CA-ON,CAN,2021-01-09,10,0.017,0
POINT(-79.34326171875 44.31884765625),Georgina,,CA-ON,CAN,2021-01-09,07,0.017,1
POINT(-79.16748046875 44.31884765625),Brock,,CA-ON,CAN,2021-01-09,11,0.017,0.997
POINT(-78.33251953125 44.31884765625),Peterborough,,CA-ON,CAN,2021-01-09,11,0.017,0.997
POINT(-78.33251953125 44.31884765625),Peterborough,,CA-ON,CAN,2021-01-09,09,0.017,1
POINT(-78.33251953125 44.31884765625),Peterborough,,CA-ON,CAN,2021-01-09,13,0.017,1
POINT(-78.33251953125 44.31884765625),Peterborough,,CA-ON,CAN,2021-01-09,10,0.017,1
POINT(-78.33251953125 44.31884765625),Peterborough,,CA-ON,CAN,2021-01-09,15,0.017,0.686
POINT(-78.33251953125 44.31884765625),Peterborough,,CA-ON,CAN,2021-01-09,08,0.017,1
POINT(-78.33251953125 44.31884765625),Peterborough,,CA-ON,CAN,2021-01-09,12,0.017,0.183
POINT(-78.28857421875 44.31884765625),Otonabee-South Monaghan,,CA-ON,CAN,2021-01-09,11,0.017,0.999
POINT(-81.10107421875 46.42822265625),Greater Sudbury / Grand Sudbury,,CA-ON,CAN,2021-01-09,15,0.017,0.997
POINT(-81.01318359375 46.42822265625),Greater Sudbury / Grand Sudbury,,CA-ON,CAN,2021-01-09,13,0.017,1
POINT(-89.14306640625 48.53759765625),Shuniah,,CA-ON,CAN,2021-01-09,08,0.017,0.908
POINT(-79.43115234375 44.67041015625),Severn,,CA-ON,CAN,2021-01-09,08,0.017,1
POINT(-79.43115234375 44.67041015625),Severn,,CA-ON,CAN,2021-01-09,10,0.017,1
POINT(-79.38720703125 44.67041015625),Severn,,CA-ON,CAN,2021-01-09,10,0.017,1
POINT(-79.38720703125 44.67041015625),Severn,,CA-ON,CAN,2021-01-09,08,0.017,1
POINT(-81.45263671875 42.91259765625),Strathroy-Caradoc,,CA-ON,CAN,2021-01-09,10,0.017,0.86
POINT(-81.40869140625 42.91259765625),Middlesex Centre,,CA-ON,CAN,2021-01-09,11,0.017,0.688
POINT(-81.36474609375 42.91259765625),Middlesex Centre,,CA-ON,CAN,2021-01-09,11,0.017,0.509
POINT(-81.27685546875 42.91259765625),London,,CA-ON,CAN,2021-01-09,06,0.017,1
POINT(-81.27685546875 42.91259765625),London,,CA-ON,CAN,2021-01-09,11,0.017,0.417
POINT(-81.27685546875 42.91259765625),London,,CA-ON,CAN,2021-01-09,12,0.017,0.102
POINT(-81.27685546875 42.91259765625),London,,CA-ON,CAN,2021-01-09,10,0.017,0.829
POINT(-81.23291015625 42.91259765625),London,,CA-ON,CAN,2021-01-09,08,0.056,1
POINT(-81.23291015625 42.91259765625),London,,CA-ON,CAN,2021-01-09,12,0.017,0.177
POINT(-81.23291015625 42.91259765625),London,,CA-ON,CAN,2021-01-09,11,0.017,0.67
POINT(-81.23291015625 42.91259765625),London,,CA-ON,CAN,2021-01-09,09,0.017,0.997
POINT(-81.23291015625 42.91259765625),London,,CA-ON,CAN,2021-01-09,06,0.017,1
POINT(-81.23291015625 42.91259765625),London,,CA-ON,CAN,2021-01-09,10,0.017,0.949
POINT(-81.18896484375 42.91259765625),London,,CA-ON,CAN,2021-01-09,07,0.017,1
POINT(-81.18896484375 42.91259765625),London,,CA-ON,CAN,2021-01-09,06,0.017,1
POINT(-81.18896484375 42.91259765625),London,,CA-ON,CAN,2021-01-09,09,0.017,0.998
POINT(-81.18896484375 42.91259765625),London,,CA-ON,CAN,2021-01-09,11,0.017,0.437
POINT(-81.18896484375 42.91259765625),London,,CA-ON,CAN,2021-01-09,15,0.017,0.051
POINT(-81.18896484375 42.91259765625),London,,CA-ON,CAN,2021-01-09,12,0.017,0.25
POINT(-81.18896484375 42.91259765625),London,,CA-ON,CAN,2021-01-09,13,0.017,0.016
POINT(-81.18896484375 42.91259765625),London,,CA-ON,CAN,2021-01-09,14,0.017,0.023
POINT(-81.18896484375 42.91259765625),London,,CA-ON,CAN,2021-01-09,10,0.017,0.979
POINT(-81.14501953125 42.91259765625),London,,CA-ON,CAN,2021-01-09,07,0.017,1
POINT(-79.29931640625 45.02197265625),Bracebridge,,CA-ON,CAN,2021-01-09,14,0.017,0.959
POINT(-79.29931640625 45.02197265625),Bracebridge,,CA-ON,CAN,2021-01-09,08,0.017,1
POINT(-75.60791015625 45.02197265625),North Grenville,,CA-ON,CAN,2021-01-09,10,0.017,1
POINT(-74.77294921875 45.02197265625),Cornwall,,CA-ON,CAN,2021-01-09,11,0.017,1
POINT(-74.77294921875 45.02197265625),Cornwall,,CA-ON,CAN,2021-01-09,14,0.017,0.996
POINT(-74.77294921875 45.02197265625),Cornwall,,CA-ON,CAN,2021-01-09,13,0.017,0.994
POINT(-74.72900390625 45.02197265625),Cornwall,,CA-ON,CAN,2021-01-09,11,0.017,1
POINT(-74.72900390625 45.02197265625),Cornwall,,CA-ON,CAN,2021-01-09,08,0.017,1
POINT(-74.72900390625 45.02197265625),Cornwall,,CA-ON,CAN,2021-01-09,15,0.017,0.967
POINT(-80.57373046875 43.26416015625),Blandford-Blenheim,,CA-ON,CAN,2021-01-09,15,0.017,0.073
POINT(-80.57373046875 43.26416015625),Blandford-Blenheim,,CA-ON,CAN,2021-01-09,11,0.017,0.69
POINT(-80.52978515625 43.26416015625),Blandford-Blenheim,,CA-ON,CAN,2021-01-09,12,0.017,0.29
POINT(-80.52978515625 43.26416015625),Blandford-Blenheim,,CA-ON,CAN,2021-01-09,15,0.017,0.074
POINT(-80.52978515625 43.26416015625),Blandford-Blenheim,,CA-ON,CAN,2021-01-09,08,0.017,0.999
POINT(-80.52978515625 43.26416015625),Blandford-Blenheim,,CA-ON,CAN,2021-01-09,11,0.017,0.711
POINT(-80.52978515625 43.26416015625),Blandford-Blenheim,,CA-ON,CAN,2021-01-09,13,0.017,0.015
POINT(-79.95849609375 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,15,0.017,0.007
POINT(-79.95849609375 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,11,0.017,0.67
POINT(-79.95849609375 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,14,0.017,0.02
POINT(-79.95849609375 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,08,0.017,0.999
POINT(-79.95849609375 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,05,0.017,1
POINT(-79.95849609375 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,10,0.017,0.928
POINT(-79.95849609375 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,09,0.017,0.98
POINT(-79.95849609375 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,13,0.017,0.023
POINT(-79.95849609375 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,12,0.017,0.155
POINT(-79.95849609375 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,07,0.017,0.999
POINT(-79.91455078125 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,09,0.017,0.987
POINT(-79.91455078125 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,08,0.017,0.998
POINT(-79.91455078125 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,07,0.017,0.999
POINT(-79.91455078125 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,10,0.017,0.778
POINT(-79.91455078125 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,14,0.017,0.01
POINT(-79.91455078125 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,00,0.017,0.999
POINT(-79.91455078125 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,05,0.017,1
POINT(-79.91455078125 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,12,0.017,0.096
POINT(-79.91455078125 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,11,0.017,0.415
POINT(-79.91455078125 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,15,0.017,0.008
POINT(-79.91455078125 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,13,0.017,0.023
POINT(-79.87060546875 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,15,0.017,0.006
POINT(-79.87060546875 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,10,0.025,0.745
POINT(-79.87060546875 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,05,0.017,1
POINT(-79.87060546875 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,13,0.017,0.022
POINT(-79.87060546875 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,06,0.017,0.998
POINT(-79.87060546875 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,09,0.017,0.975
POINT(-79.87060546875 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,00,0.017,0.999
POINT(-79.87060546875 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,08,0.017,0.992
POINT(-79.87060546875 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,11,0.017,0.444
POINT(-79.87060546875 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,12,0.017,0.145
POINT(-79.87060546875 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,14,0.017,0.015
POINT(-79.87060546875 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,07,0.017,0.996
POINT(-79.82666015625 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,11,0.017,0.308
POINT(-79.82666015625 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,06,0.017,0.998
POINT(-79.82666015625 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,14,0.017,0.029
POINT(-79.82666015625 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,15,0.017,0.004
POINT(-79.82666015625 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,10,0.017,0.741
POINT(-79.82666015625 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,12,0.017,0.105
POINT(-79.82666015625 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,07,0.017,0.985
POINT(-79.82666015625 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,05,0.017,0.992
POINT(-79.82666015625 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,08,0.017,0.993
POINT(-79.82666015625 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,13,0.017,0.024
POINT(-79.82666015625 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,09,0.017,0.969
POINT(-79.78271484375 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,08,0.017,0.988
POINT(-79.78271484375 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,11,0.017,0.322
POINT(-79.78271484375 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,10,0.017,0.73
POINT(-79.78271484375 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,09,0.017,0.953
POINT(-79.78271484375 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,12,0.017,0.174
POINT(-79.78271484375 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,04,0.017,0.996
POINT(-79.78271484375 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,06,0.017,0.998
POINT(-79.78271484375 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,15,0.017,0.01
POINT(-79.78271484375 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,13,0.017,0.035
POINT(-79.78271484375 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,07,0.017,0.994
POINT(-79.78271484375 43.26416015625),Hamilton,,CA-ON,CAN,2021-01-09,14,0.017,0.027
POINT(-80.04638671875 45.37353515625),McDougall,,CA-ON,CAN,2021-01-09,14,0.017,0.937
POINT(-79.21142578125 45.37353515625),Huntsville,,CA-ON,CAN,2021-01-09,13,0.04,0.947
POINT(-79.21142578125 45.37353515625),Huntsville,,CA-ON,CAN,2021-01-09,12,0.017,1
POINT(-79.21142578125 45.37353515625),Huntsville,,CA-ON,CAN,2021-01-09,09,0.017,1
POINT(-79.21142578125 45.37353515625),Huntsville,,CA-ON,CAN,2021-01-09,11,0.017,0.999
POINT(-76.26708984375 45.37353515625),Ottawa,,CA-ON,CAN,2021-01-09,10,0.017,1
POINT(-76.22314453125 45.37353515625),Ottawa,,CA-ON,CAN,2021-01-09,13,0.017,0.998
POINT(-76.22314453125 45.37353515625),Ottawa,,CA-ON,CAN,2021-01-09,10,0.017,1
POINT(-75.78369140625 45.37353515625),Ottawa,,CA-ON,CAN,2021-01-09,13,0.017,0.99
POINT(-75.78369140625 45.37353515625),Ottawa,,CA-ON,CAN,2021-01-09,12,0.017,0.999
POINT(-75.78369140625 45.37353515625),Ottawa,,CA-ON,CAN,2021-01-09,06,0.017,1
POINT(-75.78369140625 45.37353515625),Ottawa,,CA-ON,CAN,2021-01-09,05,0.017,1
POINT(-75.78369140625 45.37353515625),Ottawa,,CA-ON,CAN,2021-01-09,07,0.017,1
POINT(-75.78369140625 45.37353515625),Ottawa,,CA-ON,CAN,2021-01-09,08,0.017,1
